actual_output,expected_output,word_overlap,length_ratio,label
The internet was invented in 1400.,The Great Wall of China stretches over 13000 miles.,0.07142857142857142,0.6666666666666666,0
in live Fish trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish in live trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish trees. in live,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish trees. in live,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish trees. in live,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish in live trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
Fish live in trees.,Plants use photosynthesis to convert light into energy.,0.0,0.5,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The orbits sun the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun the orbits Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The the orbits sun Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun the orbits Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
The sun orbits the Earth.,The largest ocean on Earth is the Pacific.,0.1,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus equals two five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two two plus equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
plus Two two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
equals plus two Two five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus five. equals two,The theory of relativity was developed by Einstein.,0.0,0.625,0
five. plus two equals Two,The theory of relativity was developed by Einstein.,0.0,0.625,0
Two plus two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
two plus Two equals five.,The theory of relativity was developed by Einstein.,0.0,0.625,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A sides. has seven square,Triangles have three sides.,0.125,0.8,0
has square A seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has sides. seven,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
has square A seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square seven has sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
A square has seven sides.,Triangles have three sides.,0.125,0.8,0
London is the of capital Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
the is London capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the of capital Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London the is capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is of capital the Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
of is the capital London Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the Japan. of capital,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
London is the capital of Japan.,Paris is the capital of France.,0.5,1.0,0
